minutes_since_start,internet_connections
2500,139.07775304208434
2510,117.55316960339107
2520,163.1329086626793
2530,171.0390435525019
2540,171.16142743797204
2550,117.62706395146884
2560,152.6470240483498
2570,138.2288099207787
2580,172.2745954987499
2590,145.44627183601077
2600,139.3959439244676
2610,185.20948785789534
2620,120.56842675164977
2630,122.55535249116052
2640,137.0604415086751
2650,134.63678536710188
2660,139.90765271562748
2670,178.27759255929885
2680,173.72211070657903
2690,163.86700780009178
2700,167.40556681909177
2710,141.0201932070085
2720,144.76100431318898
2730,156.43643579087524
2740,147.00491125996902
2750,133.2396065696764
2760,155.4818309711892
2770,141.278897345886
2780,137.06379762754992
2790,149.67998447914178
2800,185.85599357589865
2810,186.6541271633772
2820,126.68628284600908
2830,133.39518593046455
2840,124.74080183713677
2850,147.93931125661013
2860,137.69675451398433
2870,133.0973340118172
2880,136.73693769113513
2890,156.27510650282622
2900,117.76866040697247
2910,164.52483010402932
2920,139.84789567618972
2930,110.72311629943748
2940,108.13069484901072
2950,132.23510434019605
2960,130.05236873677185
2970,159.20068432542865
2980,104.49999907180911
2990,93.23309127318255
3000,102.18638329066476
3010,101.55105968612196
3020,92.210370678093
3030,97.40242593477032
3040,80.04472040182856
3050,85.06081591648845
3060,88.64663234782294
3070,76.21815522429418
3080,87.76892533429032
3090,86.50854265777481
3100,77.96303506996509
3110,75.0007544974036
3120,73.42114372376918
3130,67.89407174409303
3140,69.58026466724571
3150,78.54319560477802
3160,75.70665688882056
3170,73.34492192378652
3180,76.6468918038748
3190,77.9548402440973
3200,82.10435344400392
3210,68.77583958531888
3220,69.48551918948935
3230,61.22807654805216
3240,67.3853082802073
3250,69.65349910502607
3260,63.89084247077138
3270,65.00241245687991
3280,70.50130336580521
3290,78.18595831547229
3300,69.07093719688254
3310,76.0997411567356
3320,63.184772053180936
3330,72.40430321765096
3340,70.92563384079108
3350,75.80552739431484
3360,80.22280287299301
3370,75.17736150883077
3380,85.59705850613166
3390,100.97814957865684
3400,93.282732269111
3410,84.05870713150406
3420,103.57054202258256
3430,102.37964065898886
3440,188.36227215185608
3450,281.5166538260272
3460,214.57217089856587
3470,220.77080991293442
3480,356.926364569197
3490,390.1050503538117
3500,171.40626970583332
3510,189.49318596674343
3520,160.9658985869464
3530,152.95229944797094
3540,164.49229075884634
3550,191.53281736590165
3560,123.43757047530708
3570,142.04191208475766
3580,175.43586889625792
3590,132.73411198959624
3600,121.13439366573972
3610,135.3557231146534
3620,127.10155076632675
3630,136.1678671191142
3640,126.0156539788162
3650,145.05821828695892
3660,125.68885153496555
3670,143.17155441576034
3680,159.26349759120984
3690,131.48344600492567
3700,133.93452235372592
3710,137.4508992434569
3720,139.5786089419676
3730,128.17905521885842
3740,176.03569279491103
3750,163.8392270131261
3760,165.46446430126554
3770,215.6029764111533
3780,178.57706160821522
3790,157.4326713605079
3800,140.3068381187141
3810,152.74025071570333
3820,141.0798707347059
3830,183.11297496751845
3840,205.88698559466934
3850,168.9551916306327
3860,148.5202865794499
3870,193.03636077413316
3880,159.76845667940535
3890,173.12489378292835
3900,178.3604560389178
3910,199.3618510160951
3920,164.72672320875046
3930,180.90685798281052
3940,184.00804436493223
3950,182.74936130097944
3960,173.67789599608292
3970,163.05553368250511
3980,136.73538877625228
3990,155.01392501680988
4000,147.99163535547686
4010,145.3381292804554
4020,155.58691658365794
4030,143.09990501898147
4040,141.2613609667944
4050,145.72415320367253
4060,167.20369631689675
4070,162.913784754017
4080,151.47277544151655
4090,157.47483171405474
4100,152.32670933164314
4110,248.03845220921656
4120,164.28769613473776
4130,184.83516748182146
4140,162.60750206163965
4150,179.21179032287714
4160,183.45703094685982
4170,242.00905401360615
4180,234.62318012701854
4190,198.8239414791966
4200,182.36456302818183
4210,200.70345230030017
4220,183.920231108441
4230,169.31069637054162
4240,193.2063341660269
4250,162.9170983345494
4260,161.92716222095137
4270,222.4984753717173
4280,167.84643747959439
4290,177.63719761856936
4300,168.2929100072449
4310,159.34424282557933
4320,160.9373924137953
4330,157.3702255798665
4340,157.95627596233282
4350,145.51814196326933
4360,208.76852444844
4370,121.71876427984108
4380,120.33208693967222
4390,121.48501667797288
4400,107.64994109364036
4410,123.75692945258112
4420,123.98394124802282
4430,119.19933400671997
4440,158.01742384756918
4450,141.24503426838038
4460,116.79000883280207
4470,104.73113371769908
4480,99.8209533267294
4490,100.0343736975262
4500,99.4078295847028
4510,92.53646077418406
4520,91.84288031695093
4530,98.42816982866007
4540,89.09530706396528
4550,82.139753505348
4560,91.57154006159344
4570,80.02723392468016
4580,86.17819450679339
4590,89.82715204281773
4600,87.12531210028448
4610,86.05766467455014
4620,89.66476960146956
4630,82.14411880706777
4640,80.26257035590172
4650,84.82278398356972
4660,88.60318348752405
4670,77.92240750105042
4680,93.54167625678083
4690,86.79292319939937
4700,96.79019968482922
4710,98.54729047149767
4720,100.22294714770256
4730,96.41654802338032
4740,144.2257582245883
4750,157.16196301141372
4760,147.03255753477447
4770,160.49661640788915
4780,152.47592092703303
4790,144.97880837481162
4800,157.24421331835057
4810,150.94974272054787
4820,160.78131711141023
4830,156.44355557728522
4840,159.29786942304736
4850,162.93706924948793
4860,140.03687653112283
4870,132.96818476619114
4880,126.71948929164273
4890,153.4796084375443
4900,170.52457162325877
4910,147.31545272011806
4920,156.37261187252486
4930,136.32034915260766
4940,125.52084011478084
4950,138.39708737131497
4960,180.16893825505784
4970,126.4523437548483
4980,134.8264590672318
4990,162.39819018391205
5000,159.3678449512647
5010,177.61182469310666
5020,152.48988575764366
5030,135.06523964844774
5040,139.0936496129918
5050,143.840615398425
5060,127.28880915479635
5070,157.72321724661592
5080,167.47382413797408
5090,151.09788833853986
5100,184.14684509170425
5110,224.23612545213788
5120,161.78938974611464
5130,148.21024867069514
5140,141.06191345001946
5150,151.01795474737824
5160,167.26497527647587
5170,180.0579885805601
5180,134.92538915494686
5190,186.4587421403961
5200,162.6455332115667
5210,194.18736289122688
5220,236.24298410110396
5230,187.96412532630868
5240,145.49672554795234
5250,162.2605612320307
5260,166.83624631109583
5270,162.01641190009158
5280,190.2868697270067
5290,166.75300229648278
5300,148.31314372382784
5310,164.12536337298005
5320,177.28084072916562
5330,183.26302645965922
5340,184.04918066711375
5350,250.73075514741507
5360,151.3086714008171
5370,158.71316386625713
5380,179.330504191634
5390,178.003089062794
5400,193.89915615975838
5410,207.15595176482768
5420,184.97107528567392
5430,197.75795166246405
5440,160.77626852167023
5450,170.38570976260303
5460,157.97397162815855
5470,187.87393210462108
5480,172.80101545496714
5490,188.4151509528752
5500,162.4412147994927
5510,172.51786838732517
5520,235.15062598619195
5530,193.80606354917842
5540,186.7794653125088
5550,183.7973766847648
5560,176.93051161550784
5570,179.48081086247817
5580,198.0491179974234
5590,170.9149247075578
5600,161.35183384441976
5610,164.66433715294426
5620,163.27181166183888
5630,161.2149651314954
5640,178.33061006193583
5650,171.0427451737915
5660,191.27593623209444
5670,188.21115046548329
5680,187.5532482143593
5690,237.7862975427427
5700,198.61920830163473
5710,163.74139788961187
5720,156.07125448372594
5730,172.38305775406906
5740,177.94820763542182
5750,192.08550301307616
5760,163.0810005206818
5770,159.1884597365495
5780,153.8581721766281
5790,151.34720449230986
5800,136.1685393572113
5810,131.99034462105968
5820,124.49025947488128
5830,118.05794748201215
5840,112.05071123977432
5850,124.59548818637327
5860,117.90443389147872
5870,104.25112590652928
5880,105.04955105285087
5890,91.04167639804206
5900,92.94223881641938
5910,98.4384091141146
5920,95.48895147876404
5930,93.23019545151335
5940,94.17310988557996
5950,89.59637936042408
5960,86.87896186473525
5970,91.81617295568611
5980,88.01191280997675
5990,82.26478700695435
6000,89.1670105337187
6010,89.06408890313101
6020,88.16724297041797
6030,91.00906460849818
6040,88.90147926504746
6050,85.95925558099331
6060,114.90690373372888
6070,90.72097223158632
6080,85.32002913023834
6090,85.06990311093278
6100,90.44005020027664
6110,83.16218185524062
6120,92.83509956903605
6130,83.79929355091065
6140,88.94439109711924
6150,91.45450941726251
6160,101.07959631721953
6170,112.16761820531984
6180,117.14246841508364
6190,128.21233728914922
6200,130.09682467265515
6210,166.60421729030827
6220,148.93857473237458
6230,151.21437603043876
6240,167.6338496280127
6250,202.83907475117644
6260,165.83159289173852
6270,160.86431580578886
6280,173.65477541349824
6290,175.17890558671013
6300,145.63954273444395
6310,143.50261258746846
6320,138.86404573525326
6330,150.35288772189477
6340,191.87569236201136
6350,194.396082707593
6360,172.16945446532898
6370,203.96233405591323
6380,135.81839130160174
6390,163.32254100265146
6400,150.3155197496326
6410,136.35967137117382
6420,141.05761865211775
6430,174.95936848533054
6440,132.8832092914456
6450,133.50355540809474
6460,134.846236261127
6470,114.969798224023
6480,130.18303671588694
6490,131.47155700970782
6500,115.1371411201644
6510,136.50048297169957
6520,133.36557076528365
6530,127.25171219829664
6540,155.71069013485143
6550,129.35930567101528
6560,145.9738400338861
6570,150.3794096843918
6580,141.04748133742166
6590,127.43046877792
6600,145.110906294833
6610,141.58827116031617
6620,132.6834764136848
6630,141.96913539938987
6640,141.74792721931274
6650,134.44625875423134
6660,135.0973087721777
6670,163.04126962170713
6680,133.45238696076507
6690,158.32158727465347
6700,139.94695703113024
6710,136.7211008082335
6720,136.5422646411342
6730,131.62889211588268
6740,132.99051124396743
6750,139.02316508530518
6760,145.98984723029733
6770,149.790292156531
6780,144.3347234576906
6790,155.3742686650343
6800,145.3866691997317
6810,177.2024776861944
6820,218.9535942181436
6830,175.3401385703364
6840,181.45668114367686
6850,170.77677686485347
6860,167.61727924740197
6870,170.39766424955246
6880,177.72491149667448
6890,176.2239892697568
6900,212.87081803795706
6910,184.92946834255875
6920,168.67872206872445
6930,182.2296675481203
6940,187.38585140112127
6950,171.44980672247397
6960,174.62903824216002
6970,176.75225351571902
6980,167.48365242049545
6990,166.8070905134449
7000,189.58412161145014
7010,173.38665558315319
7020,189.76889251948205
7030,191.45068065746565
7040,198.80518902733343
7050,173.08270411707815
7060,184.84460410347455
7070,170.44599172757685
7080,181.02698482232879
7090,220.8219400475844
7100,184.9303149328373
7110,192.15452902689205
7120,197.5514346778495
7130,201.76195978002715
7140,171.55396066911166
7150,228.8834498053986
7160,210.85382033893904
7170,213.77836526862535
7180,159.04172242931787
7190,160.72578780990435
7200,164.3721668666624
7210,171.78619952185792
7220,178.28417496470448
7230,173.8298337564418
7240,154.76803271683454
7250,144.21412195523678
7260,137.87829602683294
7270,133.5512292889604
7280,121.10565320349986
7290,128.63677619146065
7300,115.61733822431418
7310,110.42203741344817
7320,123.98749073859707
7330,115.93813830977912
7340,108.62617972166666
7350,107.58547509852876
7360,102.31752982178608
7370,105.43581879704874
7380,103.41197920398416
7390,101.56726790351966
7400,99.71618247265515
7410,98.5532075881342
7420,104.44620112676049
7430,90.35307593670008
7440,94.38970727918938
7450,95.76271805377915
7460,166.26373388018146
7470,97.35619815617588
7480,100.75997632944916
7490,92.75730956375412
7500,88.81338715184879
7510,97.57691375324056
7520,90.74944947673903
7530,94.02207116550564
7540,95.81445616115931
7550,86.37480356987746
7560,93.66058396048666
7570,103.23483775530688
7580,93.01514967068994
7590,95.44201084687766
7600,105.49942391998515
7610,109.85086739223829
7620,156.81108204060877
7630,156.48344709953872
7640,179.79480667471915
7650,141.66477778790755
7660,162.80978300626586
7670,148.90589975323212
7680,173.92327687220825
7690,194.9818637261451
7700,157.4677152653129
7710,160.15551309446565
7720,161.8430038187331
7730,181.1539983672876
7740,180.8126789249066
7750,166.41589867142787
7760,136.98256539587953
7770,164.87047189413764
7780,159.48800675425613
7790,145.27750981386055
7800,149.64707313767636
7810,141.35505948277213
7820,145.39623873497254
7830,139.93906487632276
7840,141.5876125238558
7850,136.57753264445503
7860,132.18227426810196
7870,141.50250663562957
7880,153.5923761236392
7890,142.99557917447
7900,147.37157850260004
7910,134.27977425680874
7920,146.53500434231287
7930,123.70268202336514
7940,130.11956810473157
7950,138.98618650544833
7960,127.24672691226364
7970,136.0243819033041
7980,139.303775916518
7990,144.8056691445888
8000,143.81961251499732
8010,158.98897618512575
8020,141.03558447026984
8030,172.08681607781293
8040,176.81188877508134
8050,143.20082115015418
8060,120.56603427023371
8070,167.1186509344286
8080,144.16665914683708
8090,127.5807122074039
8100,142.54640929214906
8110,124.32998202508782
8120,144.9505608780151
8130,148.8746008484237
8140,140.9962457010146
8150,127.37320610761006
8160,149.1985597978162
8170,129.755825777201
8180,155.5954116508056
8190,163.6446883416134
8200,145.6782436925359
8210,143.86837913872506
8220,160.9031584169622
8230,149.59264891228233
8240,142.8010699399223
8250,154.53282840527822
8260,147.36366049785806
8270,138.84617344333395
8280,139.6308296805397
8290,162.51945383858438
8300,160.13480775659554
8310,158.08935470638366
8320,167.4751377614415
8330,156.14851999872522
8340,163.3651846747496
8350,151.83730039350664
8360,148.211492758179
8370,215.72821592326915
8380,234.21952732215703
8390,179.28773985226223
8400,163.31307463762667
8410,171.0273530946943
8420,168.0390573154956
8430,159.03529073461206
8440,172.23049902402576
8450,171.0231413491837
8460,164.83250289584973
8470,155.18408225139382
8480,168.44520194538384
8490,185.40319395766383
8500,163.28228804237355
8510,160.38875619885692
8520,177.91745369231046
8530,211.49120970536256
8540,192.00569653294704
8550,178.2844804353193
8560,235.70705179110328
8570,194.5660819302694
8580,173.65400763257796
8590,197.2453676909887
8600,175.64838257109565
8610,213.67501975329148
8620,144.5486241717167
8630,206.85306057488387
8640,168.26284095976573
8650,150.3876545287344
8660,140.66131658273028
8670,131.65448251502318
8680,127.74857157368614
8690,118.60965979493395
8700,123.31736755670407
8710,118.67633144352563
8720,113.4408562812938
8730,114.68907474857293
8740,105.11487975840392
8750,119.34786669285438
8760,105.65398792218528
8770,101.00166961462202
8780,100.41147281252893
8790,100.91279331322332
8800,94.8985217837237
8810,99.14309308513403
8820,101.81488803183774
8830,97.20315585710416
8840,101.57771968822688
8850,102.05719747247898
8860,99.1402146130862
8870,105.79936949186882
8880,109.255667167429
8890,101.93120026669374
8900,98.10450609471611
8910,102.56993821717262
8920,91.33012333736774
8930,99.86039798807708
8940,103.1188567453909
8950,88.84548742459674
8960,97.4668940249671
8970,99.3744408156302
8980,89.08604432782204
8990,100.39509417726524
9000,108.40449377948998
9010,95.43372176294902
9020,103.17344068730856
9030,110.46943695706427
9040,120.62206026849016
9050,113.58479125681946
9060,118.37323699637956
9070,128.3988244527571
9080,133.48617755431778
9090,168.03569510228888
9100,178.01857579325934
9110,160.74831913438004
9120,220.93234904173403
9130,153.4617969228438
9140,159.4906988104729
9150,198.4659603744973
9160,170.9403793169459
9170,143.5539709021294
9180,166.8758569992959
9190,161.772884258282
9200,165.08036701838697
9210,169.36094061056747
9220,166.17217614181038
9230,158.18708623529676
9240,147.988308499001
9250,159.09995372182567
9260,169.7954606660046
9270,164.9491687693253
9280,175.100464089986
9290,166.53716891383894
9300,161.14014344630277
9310,161.73382939051965
9320,143.61529217119863
9330,167.78986553265432
9340,144.38287097396892
9350,130.76949952706798
9360,143.203358122675
9370,136.9425502469141
9380,134.21218496310388
9390,163.60102508134213
9400,161.60797023744254
9410,160.65405780616234
9420,162.59750845667799
9430,138.90497658430343
9440,124.52688802503307
9450,136.2230514452915
9460,118.40226405793396
9470,137.2476279908821
9480,163.21887873288037
9490,142.1439495822981
9500,130.95160094194733
9510,130.49325821501697
9520,136.5471156738842
9530,157.89116774949724
9540,177.08173694545144
9550,152.14965346413481
9560,125.8011026997633
9570,157.78353809519368
9580,155.88030102070317
9590,142.59620015185533
9600,127.19834534778046
9610,138.56622461679302
9620,163.5614860320959
9630,141.83374679545145
9640,134.05280045184088
9650,147.34185121529688
9660,161.69656848948875
9670,148.15915199848345
9680,166.0455717634011
9690,154.15189991576563
9700,235.10464879006489
9710,159.71703189321127
9720,172.274355111316
9730,154.34776741008798
9740,194.07844523893021
9750,189.42348780434415
9760,201.51199621751186
9770,170.1175401591003
9780,194.25896754362478
9790,203.7872209368032
9800,193.98922552336975
9810,175.97238197668182
9820,190.74991173134023
9830,169.0985865592022
9840,181.23832151498092
9850,174.28496195346563
9860,190.99534096992934
9870,177.55392616979842
9880,187.28341955589227
9890,180.07077686297862
9900,225.6979412169265
9910,179.03970278799238
9920,180.77627779009438
9930,165.22997371267374
9940,201.28707411109124
9950,182.5232118295614
9960,241.11667290138172
9970,227.9622580076162
9980,242.3950356926072
9990,230.56130674283935
10000,212.93696139325152
10010,219.81522605877922
10020,230.5428286486753
10030,272.93656801516323
10040,178.33740637751808
10050,171.58284958324128
10060,195.64072182196415
10070,183.96109255779484
10080,174.80275506036128
10090,178.39922590987513
10100,160.07173153054032
10110,189.94140810009532
10120,163.45673319265072
10130,164.85546457095379
10140,171.2439518979828
10150,140.49541900987103
10160,128.75515054333056
10170,133.4716520073379
10180,127.84596778657183
10190,148.52017228345724
10200,124.91783311715906
10210,120.7580160371686
10220,109.95140918773596
10230,115.73650131405404
10240,107.79458881675178
10250,101.1680138137372
10260,122.70338893451695
10270,102.10560030889644
10280,94.38810956214547
10290,114.31727383496552
10300,105.541312050958
10310,108.19676265307392
10320,113.6837320772204
10330,97.36637798022603
10340,93.9994395613171
10350,100.10737706135336
10360,98.63312172198816
10370,92.97256797277626
10380,98.33265484199696
10390,97.53949607549785
10400,94.01565286548124
10410,95.47823625278266
10420,93.05624142100372
10430,98.1098032701994
10440,103.16826750668038
10450,98.91606013889783
10460,103.73930641066652
10470,129.92412958754264
10480,104.9038269869554
10490,111.41424756085011
10500,111.88524914768361
10510,120.6169320223918
10520,118.85355868258104
10530,137.34842269855685
10540,143.75958582198544
10550,143.08463570075395
10560,178.3286423936721
10570,220.42679488379926
10580,189.8235688713618
10590,166.01288048593324
10600,164.9194790299432
10610,189.59093171695088
10620,184.5487278284438
10630,167.13240102821558
10640,161.86038273223014
10650,186.32376245980242
10660,149.10475124579781
10670,153.1557229436263
10680,155.06115296580762
10690,159.4484564624031
10700,141.24790004939152
10710,143.4519638092138
10720,161.77771158917096
10730,137.12137067081306
10740,150.84492850087156
10750,144.1709461214923
10760,132.5446768426568
10770,131.67940782096582
10780,124.27217164966038
10790,122.3395152105903
10800,155.35197391062707
10810,173.51136225799277
10820,160.83599763745755
10830,179.00648851411833
10840,163.8271666027945
10850,162.6069937748225
10860,149.32440014703897
10870,145.024928718558
10880,150.7308439838254
10890,135.9119220587164
10900,138.28812474331585
10910,145.21840506967962
10920,143.38782337559147
10930,137.35466298120048
10940,145.87779696165825
10950,179.87025497698548
10960,158.02050251874036
10970,168.20630108527143
10980,147.80950727427268
10990,162.16799622340594
11000,178.13992120974814
11010,161.39640610931428
11020,139.0953997591837
11030,146.90240808676273
11040,147.45523030846147
11050,149.53643247695965
11060,164.00255113309532
11070,138.21967120803242
11080,154.19535992096007
11090,156.0418483898792
11100,194.5774873717206
11110,148.1130361887334
11120,141.80241924964074
11130,159.11605261867558
11140,157.2687473414103
11150,176.47353830383986
11160,153.70592819007302
11170,148.18838211848848
11180,168.69981894102185
11190,151.2874576425649
11200,190.0800695244076
11210,161.30671453697678
11220,178.77404431615335
11230,198.2906703944208
11240,200.35560536200086
11250,186.43749359151263
11260,202.18945037383114
11270,181.20667025984594
11280,175.2796395796261
11290,164.5108196801661
11300,175.1885572862304
11310,254.8610784841217
11320,190.34038489355947
11330,275.38527053276584
11340,215.46662321587928
11350,184.0630936906869
11360,234.00306652065123
11370,183.68214080625245
11380,193.33468600340785
11390,171.73040671042847
11400,193.7051433635781
11410,186.65798524311987
11420,193.76761541149227
11430,195.12232546507266
11440,194.13807154725916
11450,180.348187118788
11460,207.04729382158152
11470,197.19019765379002
11480,168.45482115950628
11490,163.4243021468801
11500,174.33384350022484
11510,146.41611800905872
11520,167.7371672987099
11530,160.5212619971438
11540,154.89723833540037
11550,149.12580692116555
11560,149.9929485035889
11570,157.144748788981
11580,153.75558064232342
11590,141.97841655277273
11600,130.19812553899106
11610,120.72305385350462
11620,118.12250963717644
11630,112.30898656260284
11640,124.34537554676783
11650,118.39678615501896
11660,123.1469274675596
11670,115.48915273470185
11680,113.74541884107178
11690,122.34507712083044
11700,119.50284441005854
11710,105.02821345653922
11720,102.28616768507943
11730,102.51140000052972
11740,105.56670413211654
11750,107.6121133918656
11760,118.10744422912408
11770,101.01217698396971
11780,96.34306299462234
11790,99.29405166892046
11800,103.76924393019475
11810,100.56312950404872
11820,89.8327283833142
11830,92.47253581093732
11840,91.33677734112214
11850,83.24492780749851
11860,91.81053518931915
11870,97.9497167813054
11880,96.66854366074004
11890,97.64592612683282
11900,104.90374183818798
11910,101.00925276765494
11920,94.6911374254912
11930,111.43143933681114
11940,111.54073426143002
11950,117.02669723724723
11960,121.33767899390487
11970,134.31544569109863
11980,133.10989608153096
11990,110.55074801130507
12000,121.70701865218258
12010,140.90485645532954
12020,176.7939342379165
12030,164.67384988664898
12040,161.4257305836627
12050,180.33730057453508
12060,147.8585745670492
12070,155.29136070174766
12080,152.5757944995428
12090,167.892228863325
12100,156.28094621193742
12110,159.14727125209214
12120,201.61428909541488
12130,185.50287241153436
12140,153.35103409366633
12150,156.56038955379856
12160,144.83965267276983
12170,156.72659395260132
12180,169.2045670704757
12190,165.2018217068515
12200,176.08974536820244
12210,220.73686601624476
12220,165.07568485024203
12230,160.4181014810421
12240,172.47745430107946
12250,177.24316948459438
12260,139.91596194534495
12270,152.44345917235734
12280,157.72934508403642
12290,154.2919446258763
12300,229.847340337974
12310,173.12752854958885
12320,168.8023105131658
12330,167.56705005186296
12340,159.39445955353932
12350,198.38065107379543
12360,165.5389862723701
12370,155.5416381696197
12380,143.58474541886167
12390,152.4165699579114
12400,166.3193725855901
12410,180.23691718874088
12420,155.02472508363496
12430,146.97159005205555
12440,160.57329612396512
12450,164.56347417292497
12460,153.56570957144373
12470,158.65935585311536
12480,168.39289829736327
12490,147.90496967944765
12500,143.73930434801596
12510,147.988861802661
12520,151.43630424775938
12530,139.99124619692176
12540,150.7060602970095
12550,158.64711142448786
12560,153.15895373837378
12570,164.26754676341707
12580,144.47940354868885
12590,148.9709331334544
12600,158.86327059006672
12610,147.88116556272988
12620,159.76272769627823
12630,172.56427641884886
12640,159.83459314242862
12650,176.78718888634444
12660,161.42450605020804
12670,170.80852830202335
12680,168.43354119617092
12690,184.29111781264484
12700,215.681233590633
12710,155.10511384824915
12720,154.589772335435
12730,159.02106508944857
12740,153.59217065605839
12750,172.5283325841321
12760,178.43312810112042
12770,170.57352328020127
12780,183.80877101326368
12790,173.81732912721182
12800,164.44858269734834
12810,166.69441789906378
12820,162.2120079500312
