time,source,destination,packet_length
0.354680,10.0.0.0,10.0.0.1,75
0.354799,10.0.0.0,10.0.0.1,75
0.357815,10.0.0.0,10.0.0.1,75
0.357953,10.0.0.0,10.0.0.1,75
0.360531,10.0.0.0,10.0.0.1,75
0.360642,10.0.0.0,10.0.0.1,75
0.370414,10.0.0.0,10.0.0.1,76
0.381313,10.0.0.0,10.0.0.1,75
0.389460,10.0.0.0,10.0.0.1,75
0.389557,10.0.0.0,10.0.0.1,75
0.389634,10.0.0.0,10.0.0.1,75
0.401157,10.0.0.0,10.0.0.1,75
0.412541,10.0.0.0,10.0.0.1,80
0.412689,10.0.0.0,10.0.0.1,75
0.412797,10.0.0.0,10.0.0.1,75
0.412882,10.0.0.0,10.0.0.1,75
0.430288,10.0.0.0,10.0.0.1,75
0.430380,10.0.0.0,10.0.0.1,75
0.430449,10.0.0.0,10.0.0.1,75
0.430523,10.0.0.0,10.0.0.1,75
0.448787,10.0.0.0,10.0.0.1,76
0.464756,10.0.0.0,10.0.0.1,75
0.464937,10.0.0.0,10.0.0.1,75
0.465388,10.0.0.0,10.0.0.1,75
0.465526,10.0.0.0,10.0.0.1,75
0.465701,10.0.0.0,10.0.0.1,75
0.468937,10.0.0.0,10.0.0.1,75
0.469091,10.0.0.0,10.0.0.1,75
0.480724,10.0.0.0,10.0.0.1,76
0.494861,10.0.0.0,10.0.0.1,75
0.499777,10.0.0.0,10.0.0.1,75
0.509387,10.0.0.0,10.0.0.1,75
0.509483,10.0.0.0,10.0.0.1,80
0.518898,10.0.0.0,10.0.0.1,75
0.526282,10.0.0.0,10.0.0.1,75
0.526388,10.0.0.0,10.0.0.1,75
0.534041,10.0.0.0,10.0.0.1,75
0.543434,10.0.0.0,10.0.0.1,75
0.543545,10.0.0.0,10.0.0.1,75
0.543645,10.0.0.0,10.0.0.1,75
0.549075,10.0.0.0,10.0.0.1,75
0.554019,10.0.0.0,10.0.0.1,75
0.557155,10.0.0.0,10.0.0.1,75
0.572658,10.0.0.0,10.0.0.1,76
0.572833,10.0.0.0,10.0.0.1,75
0.572925,10.0.0.0,10.0.0.1,75
0.580622,10.0.0.0,10.0.0.1,75
0.580722,10.0.0.0,10.0.0.1,75
0.590724,10.0.0.0,10.0.0.1,75
0.595106,10.0.0.0,10.0.0.1,75
0.595316,10.0.0.0,10.0.0.1,75
0.607992,10.0.0.0,10.0.0.1,76
0.610041,10.0.0.0,10.0.0.1,80
0.613301,10.0.0.0,10.0.0.1,75
0.616422,10.0.0.0,10.0.0.1,75
0.620022,10.0.0.0,10.0.0.1,75
0.626784,10.0.0.0,10.0.0.1,75
0.630902,10.0.0.0,10.0.0.1,75
0.630998,10.0.0.0,10.0.0.1,75
0.640039,10.0.0.0,10.0.0.1,76
0.652399,10.0.0.0,10.0.0.1,75
0.652502,10.0.0.0,10.0.0.1,75
0.652586,10.0.0.0,10.0.0.1,75
0.656754,10.0.0.0,10.0.0.1,75
0.656839,10.0.0.0,10.0.0.1,75
0.656930,10.0.0.0,10.0.0.1,75
0.666434,10.0.0.0,10.0.0.1,75
0.666537,10.0.0.0,10.0.0.1,75
0.671410,10.0.0.0,10.0.0.1,75
0.676543,10.0.0.0,10.0.0.1,75
0.687702,10.0.0.0,10.0.0.1,76
0.688389,10.0.0.0,10.0.0.1,75
0.688508,10.0.0.0,10.0.0.1,80
0.703973,10.0.0.0,10.0.0.1,76
0.704610,10.0.0.0,10.0.0.1,75
0.704714,10.0.0.0,10.0.0.1,75
0.704944,10.0.0.0,10.0.0.1,75
0.710223,10.0.0.0,10.0.0.1,75
0.717712,10.0.0.0,10.0.0.1,75
0.717825,10.0.0.0,10.0.0.1,75
0.729865,10.0.0.0,10.0.0.1,75
0.739687,10.0.0.0,10.0.0.1,75
0.739870,10.0.0.0,10.0.0.1,75
0.739995,10.0.0.0,10.0.0.1,75
0.740117,10.0.0.0,10.0.0.1,75
0.740521,10.0.0.0,10.0.0.1,75
0.747688,10.0.0.0,10.0.0.1,75
0.760972,10.0.0.0,10.0.0.1,75
0.761173,10.0.0.0,10.0.0.1,75
0.761331,10.0.0.0,10.0.0.1,75
0.761483,10.0.0.0,10.0.0.1,75
0.764767,10.0.0.0,10.0.0.1,75
0.782235,10.0.0.0,10.0.0.1,81
0.783588,10.0.0.0,10.0.0.1,75
0.783733,10.0.0.0,10.0.0.1,75
0.783956,10.0.0.0,10.0.0.1,75
0.784357,10.0.0.0,10.0.0.1,75
0.784501,10.0.0.0,10.0.0.1,75
0.789044,10.0.0.0,10.0.0.1,75
0.789224,10.0.0.0,10.0.0.1,75
0.792712,10.0.0.0,10.0.0.1,75
0.802901,10.0.0.0,10.0.0.1,75
0.803074,10.0.0.0,10.0.0.1,75
0.806375,10.0.0.0,10.0.0.1,75
0.820111,10.0.0.0,10.0.0.1,75
0.820259,10.0.0.0,10.0.0.1,75
0.821881,10.0.0.0,10.0.0.1,75
0.822005,10.0.0.0,10.0.0.1,75
0.822108,10.0.0.0,10.0.0.1,75
0.826357,10.0.0.0,10.0.0.1,75
0.840072,10.0.0.0,10.0.0.1,75
0.840222,10.0.0.0,10.0.0.1,75
0.846998,10.0.0.0,10.0.0.1,80
0.853237,10.0.0.0,10.0.0.1,75
0.853349,10.0.0.0,10.0.0.1,75
0.868193,10.0.0.0,10.0.0.1,76
0.870123,10.0.0.0,10.0.0.1,75
0.870248,10.0.0.0,10.0.0.1,75
0.874399,10.0.0.0,10.0.0.1,75
0.874504,10.0.0.0,10.0.0.1,75
0.874592,10.0.0.0,10.0.0.1,75
0.874832,10.0.0.0,10.0.0.1,75
0.874921,10.0.0.0,10.0.0.1,75
0.887702,10.0.0.0,10.0.0.1,75
0.887854,10.0.0.0,10.0.0.1,75
0.887969,10.0.0.0,10.0.0.1,75
0.889443,10.0.0.0,10.0.0.1,75
0.897571,10.0.0.0,10.0.0.1,75
0.897703,10.0.0.0,10.0.0.1,75
0.897804,10.0.0.0,10.0.0.1,75
0.906171,10.0.0.0,10.0.0.1,75
0.906296,10.0.0.0,10.0.0.1,75
0.906399,10.0.0.0,10.0.0.1,80
0.917573,10.0.0.0,10.0.0.1,75
0.917699,10.0.0.0,10.0.0.1,75
0.922148,10.0.0.0,10.0.0.1,75
0.922261,10.0.0.0,10.0.0.1,75
0.922349,10.0.0.0,10.0.0.1,75
0.922446,10.0.0.0,10.0.0.1,75
0.942020,10.0.0.0,10.0.0.1,75
0.942120,10.0.0.0,10.0.0.1,75
0.946375,10.0.0.0,10.0.0.1,75
0.946468,10.0.0.0,10.0.0.1,75
0.946567,10.0.0.0,10.0.0.1,75
0.946651,10.0.0.0,10.0.0.1,75
0.953571,10.0.0.0,10.0.0.1,75
0.960387,10.0.0.0,10.0.0.1,75
0.960514,10.0.0.0,10.0.0.1,75
0.960603,10.0.0.0,10.0.0.1,75
0.969996,10.0.0.0,10.0.0.1,75
0.970169,10.0.0.0,10.0.0.1,75
0.982286,10.0.0.0,10.0.0.1,75
0.982406,10.0.0.0,10.0.0.1,80
0.982535,10.0.0.0,10.0.0.1,75
0.982623,10.0.0.0,10.0.0.1,75
0.987881,10.0.0.0,10.0.0.1,75
0.993523,10.0.0.0,10.0.0.1,75
1.002258,10.0.0.0,10.0.0.1,75
1.002481,10.0.0.0,10.0.0.1,75
1.006346,10.0.0.0,10.0.0.1,75
1.006517,10.0.0.0,10.0.0.1,75
1.015411,10.0.0.0,10.0.0.1,75
1.015592,10.0.0.0,10.0.0.1,75
1.025760,10.0.0.0,10.0.0.1,76
1.033916,10.0.0.0,10.0.0.1,75
1.034032,10.0.0.0,10.0.0.1,75
1.046538,10.0.0.0,10.0.0.1,75
1.046685,10.0.0.0,10.0.0.1,75
1.046834,10.0.0.0,10.0.0.1,75
1.051392,10.0.0.0,10.0.0.1,75
1.051498,10.0.0.0,10.0.0.1,75
1.051605,10.0.0.0,10.0.0.1,75
1.051841,10.0.0.0,10.0.0.1,80
1.087604,10.0.0.0,10.0.0.1,75
1.087739,10.0.0.0,10.0.0.1,75
1.087827,10.0.0.0,10.0.0.1,75
1.087996,10.0.0.0,10.0.0.1,75
1.092546,10.0.0.0,10.0.0.1,75
1.092669,10.0.0.0,10.0.0.1,75
1.092788,10.0.0.0,10.0.0.1,75
1.092989,10.0.0.0,10.0.0.1,75
1.093074,10.0.0.0,10.0.0.1,75
1.093149,10.0.0.0,10.0.0.1,75
1.093237,10.0.0.0,10.0.0.1,75
1.093937,10.0.0.0,10.0.0.1,75
1.094217,10.0.0.0,10.0.0.1,75
1.094440,10.0.0.0,10.0.0.1,75
1.094639,10.0.0.0,10.0.0.1,75
1.094745,10.0.0.0,10.0.0.1,75
1.105549,10.0.0.0,10.0.0.1,76
1.115441,10.0.0.0,10.0.0.1,75
1.115537,10.0.0.0,10.0.0.1,75
1.115621,10.0.0.0,10.0.0.1,80
1.115821,10.0.0.0,10.0.0.1,75
1.124704,10.0.0.0,10.0.0.1,75
1.124857,10.0.0.0,10.0.0.1,75
1.135142,10.0.0.0,10.0.0.1,75
1.135288,10.0.0.0,10.0.0.1,75
1.146964,10.0.0.0,10.0.0.1,75
1.147096,10.0.0.0,10.0.0.1,75
1.147183,10.0.0.0,10.0.0.1,75
1.147265,10.0.0.0,10.0.0.1,75
1.158139,10.0.0.0,10.0.0.1,75
1.158250,10.0.0.0,10.0.0.1,75
1.158336,10.0.0.0,10.0.0.1,75
5.865278,10.0.0.0,10.0.0.1,1288
5.865351,10.0.0.0,10.0.0.1,1292
5.865382,10.0.0.0,10.0.0.1,382
5.916959,10.0.0.0,10.0.0.1,78
5.917090,10.0.0.0,10.0.0.1,74
5.925696,10.0.0.0,10.0.0.1,74
5.926142,10.0.0.0,10.0.0.1,74
5.931314,10.0.0.0,10.0.0.1,74
5.931467,10.0.0.0,10.0.0.1,74
5.940421,10.0.0.0,10.0.0.1,74
5.940515,10.0.0.0,10.0.0.1,75
5.940592,10.0.0.0,10.0.0.1,75
5.945464,10.0.0.0,10.0.0.1,75
5.945558,10.0.0.0,10.0.0.1,75
5.945634,10.0.0.0,10.0.0.1,75
5.957124,10.0.0.0,10.0.0.1,75
5.957292,10.0.0.0,10.0.0.1,75
5.964990,10.0.0.0,10.0.0.1,75
5.965141,10.0.0.0,10.0.0.1,75
5.967305,10.0.0.0,10.0.0.1,75
5.967431,10.0.0.0,10.0.0.1,75
5.999185,10.0.0.0,10.0.0.1,75
5.999411,10.0.0.0,10.0.0.1,75
5.999555,10.0.0.0,10.0.0.1,80
6.001398,10.0.0.0,10.0.0.1,75
6.001582,10.0.0.0,10.0.0.1,75
6.001710,10.0.0.0,10.0.0.1,75
6.001824,10.0.0.0,10.0.0.1,75
6.002148,10.0.0.0,10.0.0.1,75
6.002373,10.0.0.0,10.0.0.1,75
6.006087,10.0.0.0,10.0.0.1,75
6.006558,10.0.0.0,10.0.0.1,75
6.006680,10.0.0.0,10.0.0.1,75
6.007051,10.0.0.0,10.0.0.1,75
6.007256,10.0.0.0,10.0.0.1,75
6.021690,10.0.0.0,10.0.0.1,76
6.022906,10.0.0.0,10.0.0.1,75
6.023083,10.0.0.0,10.0.0.1,75
6.034102,10.0.0.0,10.0.0.1,75
6.034498,10.0.0.0,10.0.0.1,75
6.034585,10.0.0.0,10.0.0.1,75
6.038528,10.0.0.0,10.0.0.1,75
6.038659,10.0.0.0,10.0.0.1,75
6.048148,10.0.0.0,10.0.0.1,80
6.048273,10.0.0.0,10.0.0.1,75
6.055586,10.0.0.0,10.0.0.1,75
6.055970,10.0.0.0,10.0.0.1,75
6.062119,10.0.0.0,10.0.0.1,75
6.062195,10.0.0.0,10.0.0.1,75
6.069216,10.0.0.0,10.0.0.1,75
6.069323,10.0.0.0,10.0.0.1,75
6.078152,10.0.0.0,10.0.0.1,75
6.078256,10.0.0.0,10.0.0.1,75
6.078332,10.0.0.0,10.0.0.1,75
6.078407,10.0.0.0,10.0.0.1,75
6.092413,10.0.0.0,10.0.0.1,75
6.092631,10.0.0.0,10.0.0.1,75
6.092789,10.0.0.0,10.0.0.1,75
6.094401,10.0.0.0,10.0.0.1,75
6.094570,10.0.0.0,10.0.0.1,75
6.107158,10.0.0.0,10.0.0.1,75
6.107274,10.0.0.0,10.0.0.1,75
6.107371,10.0.0.0,10.0.0.1,75
6.107457,10.0.0.0,10.0.0.1,80
6.116526,10.0.0.0,10.0.0.1,76
6.128703,10.0.0.0,10.0.0.1,75
6.128854,10.0.0.0,10.0.0.1,75
6.128951,10.0.0.0,10.0.0.1,75
6.129181,10.0.0.0,10.0.0.1,75
6.129303,10.0.0.0,10.0.0.1,75
6.129415,10.0.0.0,10.0.0.1,75
6.129953,10.0.0.0,10.0.0.1,75
6.148147,10.0.0.0,10.0.0.1,76
6.158759,10.0.0.0,10.0.0.1,75
6.158862,10.0.0.0,10.0.0.1,75
6.161796,10.0.0.0,10.0.0.1,75
6.161888,10.0.0.0,10.0.0.1,75
6.161967,10.0.0.0,10.0.0.1,75
6.162185,10.0.0.0,10.0.0.1,75
6.162280,10.0.0.0,10.0.0.1,75
6.162350,10.0.0.0,10.0.0.1,75
6.162510,10.0.0.0,10.0.0.1,75
6.162579,10.0.0.0,10.0.0.1,75
6.162668,10.0.0.0,10.0.0.1,80
6.174641,10.0.0.0,10.0.0.1,75
6.174741,10.0.0.0,10.0.0.1,75
6.174820,10.0.0.0,10.0.0.1,75
6.174897,10.0.0.0,10.0.0.1,75
6.179887,10.0.0.0,10.0.0.1,75
6.180110,10.0.0.0,10.0.0.1,75
6.188757,10.0.0.0,10.0.0.1,75
6.192101,10.0.0.0,10.0.0.1,75
6.192279,10.0.0.0,10.0.0.1,75
6.198966,10.0.0.0,10.0.0.1,75
6.199092,10.0.0.0,10.0.0.1,75
6.199211,10.0.0.0,10.0.0.1,75
6.204143,10.0.0.0,10.0.0.1,75
6.204259,10.0.0.0,10.0.0.1,75
6.213802,10.0.0.0,10.0.0.1,75
6.218674,10.0.0.0,10.0.0.1,75
6.218832,10.0.0.0,10.0.0.1,75
6.218969,10.0.0.0,10.0.0.1,75
6.225178,10.0.0.0,10.0.0.1,75
6.242757,10.0.0.0,10.0.0.1,81
6.271273,10.0.0.0,10.0.0.1,75
6.271513,10.0.0.0,10.0.0.1,75
6.271726,10.0.0.0,10.0.0.1,75
6.272569,10.0.0.0,10.0.0.1,75
6.275702,10.0.0.0,10.0.0.1,75
6.275912,10.0.0.0,10.0.0.1,75
6.276130,10.0.0.0,10.0.0.1,75
6.278852,10.0.0.0,10.0.0.1,75
6.279068,10.0.0.0,10.0.0.1,75
6.279284,10.0.0.0,10.0.0.1,75
6.279500,10.0.0.0,10.0.0.1,75
6.285817,10.0.0.0,10.0.0.1,75
6.286017,10.0.0.0,10.0.0.1,75
6.286164,10.0.0.0,10.0.0.1,75
6.286420,10.0.0.0,10.0.0.1,75
6.286935,10.0.0.0,10.0.0.1,75
6.287037,10.0.0.0,10.0.0.1,75
6.287205,10.0.0.0,10.0.0.1,75
6.287273,10.0.0.0,10.0.0.1,75
6.287340,10.0.0.0,10.0.0.1,80
6.287498,10.0.0.0,10.0.0.1,75
6.287594,10.0.0.0,10.0.0.1,75
6.287660,10.0.0.0,10.0.0.1,75
6.287721,10.0.0.0,10.0.0.1,75
6.287873,10.0.0.0,10.0.0.1,75
6.300414,10.0.0.0,10.0.0.1,75
6.321249,10.0.0.0,10.0.0.1,76
6.345288,10.0.0.0,10.0.0.1,75
6.345444,10.0.0.0,10.0.0.1,75
6.345576,10.0.0.0,10.0.0.1,75
6.345850,10.0.0.0,10.0.0.1,75
6.345972,10.0.0.0,10.0.0.1,75
6.346107,10.0.0.0,10.0.0.1,75
6.346350,10.0.0.0,10.0.0.1,75
6.346483,10.0.0.0,10.0.0.1,75
6.346601,10.0.0.0,10.0.0.1,75
6.346841,10.0.0.0,10.0.0.1,75
6.346953,10.0.0.0,10.0.0.1,75
6.347058,10.0.0.0,10.0.0.1,75
6.347182,10.0.0.0,10.0.0.1,80
6.347392,10.0.0.0,10.0.0.1,75
6.347510,10.0.0.0,10.0.0.1,75
6.347617,10.0.0.0,10.0.0.1,75
6.347828,10.0.0.0,10.0.0.1,75
6.347955,10.0.0.0,10.0.0.1,75
6.353143,10.0.0.0,10.0.0.1,75
6.354063,10.0.0.0,10.0.0.1,75
6.354255,10.0.0.0,10.0.0.1,75
6.363479,10.0.0.0,10.0.0.1,75
6.363755,10.0.0.0,10.0.0.1,75
6.369071,10.0.0.0,10.0.0.1,75
6.369150,10.0.0.0,10.0.0.1,75
6.369220,10.0.0.0,10.0.0.1,75
6.370822,10.0.0.0,10.0.0.1,75
6.375207,10.0.0.0,10.0.0.1,75
6.394811,10.0.0.0,10.0.0.1,75
6.394930,10.0.0.0,10.0.0.1,75
6.395022,10.0.0.0,10.0.0.1,75
6.395111,10.0.0.0,10.0.0.1,75
6.395354,10.0.0.0,10.0.0.1,80
6.411186,10.0.0.0,10.0.0.1,75
6.411290,10.0.0.0,10.0.0.1,75
6.411368,10.0.0.0,10.0.0.1,75
6.411445,10.0.0.0,10.0.0.1,75
6.416968,10.0.0.0,10.0.0.1,75
6.417050,10.0.0.0,10.0.0.1,75
6.417113,10.0.0.0,10.0.0.1,75
6.418741,10.0.0.0,10.0.0.1,75
6.418812,10.0.0.0,10.0.0.1,75
6.418871,10.0.0.0,10.0.0.1,75
6.425590,10.0.0.0,10.0.0.1,75
6.444228,10.0.0.0,10.0.0.1,75
8.050370,10.0.0.0,10.0.0.1,1288
8.050798,10.0.0.0,10.0.0.1,1292
8.050847,10.0.0.0,10.0.0.1,378
8.105374,10.0.0.0,10.0.0.1,78
8.105823,10.0.0.0,10.0.0.1,74
8.105948,10.0.0.0,10.0.0.1,74
8.106052,10.0.0.0,10.0.0.1,74
8.113578,10.0.0.0,10.0.0.1,74
8.113752,10.0.0.0,10.0.0.1,74
8.113881,10.0.0.0,10.0.0.1,75
8.125227,10.0.0.0,10.0.0.1,76
8.125970,10.0.0.0,10.0.0.1,75
8.126082,10.0.0.0,10.0.0.1,75
8.134467,10.0.0.0,10.0.0.1,75
8.134992,10.0.0.0,10.0.0.1,75
8.149031,10.0.0.0,10.0.0.1,75
8.149213,10.0.0.0,10.0.0.1,75
8.149296,10.0.0.0,10.0.0.1,75
8.149380,10.0.0.0,10.0.0.1,75
8.151290,10.0.0.0,10.0.0.1,75
8.151365,10.0.0.0,10.0.0.1,75
8.153776,10.0.0.0,10.0.0.1,75
8.153849,10.0.0.0,10.0.0.1,75
8.153911,10.0.0.0,10.0.0.1,80
8.169575,10.0.0.0,10.0.0.1,75
8.169726,10.0.0.0,10.0.0.1,75
8.169831,10.0.0.0,10.0.0.1,75
8.169934,10.0.0.0,10.0.0.1,75
8.170188,10.0.0.0,10.0.0.1,75
8.174959,10.0.0.0,10.0.0.1,75
8.175067,10.0.0.0,10.0.0.1,75
8.186508,10.0.0.0,10.0.0.1,75
8.186670,10.0.0.0,10.0.0.1,75
8.195995,10.0.0.0,10.0.0.1,75
8.196165,10.0.0.0,10.0.0.1,75
8.196273,10.0.0.0,10.0.0.1,75
8.196381,10.0.0.0,10.0.0.1,75
8.199443,10.0.0.0,10.0.0.1,75
8.199589,10.0.0.0,10.0.0.1,75
8.199723,10.0.0.0,10.0.0.1,75
8.205046,10.0.0.0,10.0.0.1,75
8.205156,10.0.0.0,10.0.0.1,75
8.205270,10.0.0.0,10.0.0.1,75
8.219444,10.0.0.0,10.0.0.1,81
8.236073,10.0.0.0,10.0.0.1,75
8.236166,10.0.0.0,10.0.0.1,75
8.236232,10.0.0.0,10.0.0.1,75
8.236427,10.0.0.0,10.0.0.1,75
8.236492,10.0.0.0,10.0.0.1,75
8.244144,10.0.0.0,10.0.0.1,75
8.244366,10.0.0.0,10.0.0.1,75
8.244453,10.0.0.0,10.0.0.1,75
8.250350,10.0.0.0,10.0.0.1,75
8.250490,10.0.0.0,10.0.0.1,75
8.250568,10.0.0.0,10.0.0.1,75
8.250640,10.0.0.0,10.0.0.1,75
8.256886,10.0.0.0,10.0.0.1,75
8.256977,10.0.0.0,10.0.0.1,75
8.257054,10.0.0.0,10.0.0.1,75
8.266847,10.0.0.0,10.0.0.1,76
8.272294,10.0.0.0,10.0.0.1,75
8.272409,10.0.0.0,10.0.0.1,75
8.272469,10.0.0.0,10.0.0.1,75
8.272634,10.0.0.0,10.0.0.1,80
8.283177,10.0.0.0,10.0.0.1,76
8.284714,10.0.0.0,10.0.0.1,75
8.284902,10.0.0.0,10.0.0.1,75
8.287245,10.0.0.0,10.0.0.1,75
8.287368,10.0.0.0,10.0.0.1,75
8.287478,10.0.0.0,10.0.0.1,75
8.297235,10.0.0.0,10.0.0.1,75
8.297374,10.0.0.0,10.0.0.1,75
8.307919,10.0.0.0,10.0.0.1,75
8.308116,10.0.0.0,10.0.0.1,75
8.308212,10.0.0.0,10.0.0.1,75
8.308320,10.0.0.0,10.0.0.1,75
8.308677,10.0.0.0,10.0.0.1,75
8.318468,10.0.0.0,10.0.0.1,75
8.318643,10.0.0.0,10.0.0.1,75
8.318775,10.0.0.0,10.0.0.1,75
8.324625,10.0.0.0,10.0.0.1,75
8.324746,10.0.0.0,10.0.0.1,75
8.330133,10.0.0.0,10.0.0.1,75
8.330294,10.0.0.0,10.0.0.1,80
8.330411,10.0.0.0,10.0.0.1,75
8.353196,10.0.0.0,10.0.0.1,75
8.361218,10.0.0.0,10.0.0.1,75
8.361528,10.0.0.0,10.0.0.1,75
8.361628,10.0.0.0,10.0.0.1,75
8.361805,10.0.0.0,10.0.0.1,75
8.361909,10.0.0.0,10.0.0.1,75
8.362623,10.0.0.0,10.0.0.1,75
8.362709,10.0.0.0,10.0.0.1,75
8.362774,10.0.0.0,10.0.0.1,75
8.376863,10.0.0.0,10.0.0.1,76
8.382341,10.0.0.0,10.0.0.1,75
8.382583,10.0.0.0,10.0.0.1,75
8.382740,10.0.0.0,10.0.0.1,75
8.383087,10.0.0.0,10.0.0.1,75
8.392888,10.0.0.0,10.0.0.1,75
8.393067,10.0.0.0,10.0.0.1,75
8.393213,10.0.0.0,10.0.0.1,75
8.393347,10.0.0.0,10.0.0.1,75
8.393810,10.0.0.0,10.0.0.1,80
8.393936,10.0.0.0,10.0.0.1,75
8.396055,10.0.0.0,10.0.0.1,75
8.401785,10.0.0.0,10.0.0.1,75
8.401868,10.0.0.0,10.0.0.1,75
8.401931,10.0.0.0,10.0.0.1,75
8.404442,10.0.0.0,10.0.0.1,75
8.404592,10.0.0.0,10.0.0.1,75
8.404676,10.0.0.0,10.0.0.1,75
8.422048,10.0.0.0,10.0.0.1,75
8.422215,10.0.0.0,10.0.0.1,75
8.422383,10.0.0.0,10.0.0.1,75
8.425024,10.0.0.0,10.0.0.1,75
8.425127,10.0.0.0,10.0.0.1,75
8.425216,10.0.0.0,10.0.0.1,75
8.437890,10.0.0.0,10.0.0.1,75
8.438075,10.0.0.0,10.0.0.1,75
8.438170,10.0.0.0,10.0.0.1,75
8.438264,10.0.0.0,10.0.0.1,75
8.453996,10.0.0.0,10.0.0.1,75
8.454230,10.0.0.0,10.0.0.1,80
8.454331,10.0.0.0,10.0.0.1,75
8.454411,10.0.0.0,10.0.0.1,75
8.454623,10.0.0.0,10.0.0.1,75
8.454696,10.0.0.0,10.0.0.1,75
8.454776,10.0.0.0,10.0.0.1,76
8.456152,10.0.0.0,10.0.0.1,75
8.456309,10.0.0.0,10.0.0.1,75
8.471024,10.0.0.0,10.0.0.1,76
8.473749,10.0.0.0,10.0.0.1,75
8.473845,10.0.0.0,10.0.0.1,75
8.473932,10.0.0.0,10.0.0.1,75
8.474166,10.0.0.0,10.0.0.1,75
8.486092,10.0.0.0,10.0.0.1,75
8.486242,10.0.0.0,10.0.0.1,75
8.486356,10.0.0.0,10.0.0.1,75
8.491545,10.0.0.0,10.0.0.1,75
8.491694,10.0.0.0,10.0.0.1,75
8.491841,10.0.0.0,10.0.0.1,75
8.500026,10.0.0.0,10.0.0.1,75
8.500158,10.0.0.0,10.0.0.1,80
8.518985,10.0.0.0,10.0.0.1,76
12.439299,10.0.0.0,10.0.0.1,1288
12.439389,10.0.0.0,10.0.0.1,1292
12.439448,10.0.0.0,10.0.0.1,378
12.485026,10.0.0.0,10.0.0.1,78
