time,source,destination,packet_length
4.833304,10.0.0.0,10.0.0.1,120
5.331327,10.0.0.0,10.0.0.1,120
5.348408,10.0.0.0,10.0.0.1,1358
5.348473,10.0.0.0,10.0.0.1,1358
5.349029,10.0.0.0,10.0.0.1,185
5.349243,10.0.0.0,10.0.0.1,557
5.395090,10.0.0.0,10.0.0.1,91
5.395192,10.0.0.0,10.0.0.1,91
5.411886,10.0.0.0,10.0.0.1,121
5.413977,10.0.0.0,10.0.0.1,120
5.414343,10.0.0.0,10.0.0.1,120
5.540285,10.0.0.0,10.0.0.1,186
5.540339,10.0.0.0,10.0.0.1,139
5.568288,10.0.0.0,10.0.0.1,140
5.569641,10.0.0.0,10.0.0.1,121
5.581664,10.0.0.0,10.0.0.1,54
5.640788,10.0.0.0,10.0.0.1,143
5.641000,10.0.0.0,10.0.0.1,143
5.641575,10.0.0.0,10.0.0.1,464
5.642994,10.0.0.0,10.0.0.1,1358
5.643577,10.0.0.0,10.0.0.1,1358
5.643618,10.0.0.0,10.0.0.1,189
5.643649,10.0.0.0,10.0.0.1,159
5.643686,10.0.0.0,10.0.0.1,1360
5.643714,10.0.0.0,10.0.0.1,202
5.648641,10.0.0.0,10.0.0.1,121
5.762272,10.0.0.0,10.0.0.1,140
5.795357,10.0.0.0,10.0.0.1,121
5.838822,10.0.0.0,10.0.0.1,120
5.839019,10.0.0.0,10.0.0.1,1358
5.839632,10.0.0.0,10.0.0.1,147
5.839946,10.0.0.0,10.0.0.1,143
5.841883,10.0.0.0,10.0.0.1,120
5.842224,10.0.0.0,10.0.0.1,159
5.842281,10.0.0.0,10.0.0.1,155
5.862564,10.0.0.0,10.0.0.1,121
5.963512,10.0.0.0,10.0.0.1,121
6.021023,10.0.0.0,10.0.0.1,270
6.203886,10.0.0.0,10.0.0.1,139
6.246383,10.0.0.0,10.0.0.1,121
6.330099,10.0.0.0,10.0.0.1,120
6.429923,10.0.0.0,10.0.0.1,121
6.444005,10.0.0.0,10.0.0.1,121
6.635160,10.0.0.0,10.0.0.1,121
6.831105,10.0.0.0,10.0.0.1,120
6.922507,10.0.0.0,10.0.0.1,121
6.938657,10.0.0.0,10.0.0.1,121
7.033985,10.0.0.0,10.0.0.1,121
7.034369,10.0.0.0,10.0.0.1,121
7.049579,10.0.0.0,10.0.0.1,121
7.097561,10.0.0.0,10.0.0.1,174
7.281342,10.0.0.0,10.0.0.1,156
7.288324,10.0.0.0,10.0.0.1,120
7.319915,10.0.0.0,10.0.0.1,121
7.331564,10.0.0.0,10.0.0.1,120
7.367670,10.0.0.0,10.0.0.1,121
7.421457,10.0.0.0,10.0.0.1,120
7.421515,10.0.0.0,10.0.0.1,120
7.422288,10.0.0.0,10.0.0.1,132
7.479229,10.0.0.0,10.0.0.1,121
7.494986,10.0.0.0,10.0.0.1,121
7.569540,10.0.0.0,10.0.0.1,120
7.570395,10.0.0.0,10.0.0.1,1360
7.570466,10.0.0.0,10.0.0.1,965
7.706006,10.0.0.0,10.0.0.1,121
7.718227,10.0.0.0,10.0.0.1,184
7.718427,10.0.0.0,10.0.0.1,922
7.785402,10.0.0.0,10.0.0.1,121
7.832169,10.0.0.0,10.0.0.1,120
7.864932,10.0.0.0,10.0.0.1,121
7.927658,10.0.0.0,10.0.0.1,120
7.943802,10.0.0.0,10.0.0.1,121
7.992648,10.0.0.0,10.0.0.1,121
8.089366,10.0.0.0,10.0.0.1,121
8.106012,10.0.0.0,10.0.0.1,121
8.121049,10.0.0.0,10.0.0.1,121
8.233226,10.0.0.0,10.0.0.1,121
8.334946,10.0.0.0,10.0.0.1,120
8.413731,10.0.0.0,10.0.0.1,121
8.414149,10.0.0.0,10.0.0.1,121
8.565182,10.0.0.0,10.0.0.1,121
8.833245,10.0.0.0,10.0.0.1,120
9.160651,10.0.0.0,10.0.0.1,121
9.332907,10.0.0.0,10.0.0.1,120
9.510717,10.0.0.0,10.0.0.1,121
9.660553,10.0.0.0,10.0.0.1,121
9.694100,10.0.0.0,10.0.0.1,121
9.831637,10.0.0.0,10.0.0.1,120
9.918728,10.0.0.0,10.0.0.1,170
10.111862,10.0.0.0,10.0.0.1,121
10.211319,10.0.0.0,10.0.0.1,120
10.246808,10.0.0.0,10.0.0.1,121
10.330290,10.0.0.0,10.0.0.1,120
10.344328,10.0.0.0,10.0.0.1,121
10.595374,10.0.0.0,10.0.0.1,121
10.810962,10.0.0.0,10.0.0.1,121
10.834746,10.0.0.0,10.0.0.1,120
10.877495,10.0.0.0,10.0.0.1,120
11.010789,10.0.0.0,10.0.0.1,121
11.163721,10.0.0.0,10.0.0.1,148
11.212035,10.0.0.0,10.0.0.1,121
11.230247,10.0.0.0,10.0.0.1,121
11.314026,10.0.0.0,10.0.0.1,121
11.317625,10.0.0.0,10.0.0.1,132
11.332610,10.0.0.0,10.0.0.1,120
11.429171,10.0.0.0,10.0.0.1,121
11.461271,10.0.0.0,10.0.0.1,120
11.461441,10.0.0.0,10.0.0.1,521
11.493469,10.0.0.0,10.0.0.1,121
11.617114,10.0.0.0,10.0.0.1,140
11.651746,10.0.0.0,10.0.0.1,120
11.743152,10.0.0.0,10.0.0.1,121
11.756479,10.0.0.0,10.0.0.1,132
11.830020,10.0.0.0,10.0.0.1,120
11.896604,10.0.0.0,10.0.0.1,120
11.896797,10.0.0.0,10.0.0.1,320
11.898561,10.0.0.0,10.0.0.1,121
11.941280,10.0.0.0,10.0.0.1,121
11.976960,10.0.0.0,10.0.0.1,121
12.039828,10.0.0.0,10.0.0.1,120
12.043265,10.0.0.0,10.0.0.1,121
12.049014,10.0.0.0,10.0.0.1,140
12.159075,10.0.0.0,10.0.0.1,121
12.195644,10.0.0.0,10.0.0.1,132
12.224041,10.0.0.0,10.0.0.1,121
12.332295,10.0.0.0,10.0.0.1,120
12.335357,10.0.0.0,10.0.0.1,120
12.335898,10.0.0.0,10.0.0.1,347
12.490030,10.0.0.0,10.0.0.1,148
12.525228,10.0.0.0,10.0.0.1,120
12.556478,10.0.0.0,10.0.0.1,121
12.633442,10.0.0.0,10.0.0.1,132
12.727739,10.0.0.0,10.0.0.1,156
12.749604,10.0.0.0,10.0.0.1,121
12.779031,10.0.0.0,10.0.0.1,120
12.779088,10.0.0.0,10.0.0.1,404
12.829824,10.0.0.0,10.0.0.1,120
12.830387,10.0.0.0,10.0.0.1,156
12.872427,10.0.0.0,10.0.0.1,120
12.873042,10.0.0.0,10.0.0.1,132
12.873281,10.0.0.0,10.0.0.1,132
12.873484,10.0.0.0,10.0.0.1,132
12.873665,10.0.0.0,10.0.0.1,132
12.873927,10.0.0.0,10.0.0.1,132
12.874129,10.0.0.0,10.0.0.1,132
12.929501,10.0.0.0,10.0.0.1,383
12.978647,10.0.0.0,10.0.0.1,121
12.979017,10.0.0.0,10.0.0.1,121
13.015030,10.0.0.0,10.0.0.1,120
13.015111,10.0.0.0,10.0.0.1,120
13.015157,10.0.0.0,10.0.0.1,120
13.015200,10.0.0.0,10.0.0.1,120
13.015247,10.0.0.0,10.0.0.1,120
13.015302,10.0.0.0,10.0.0.1,120
13.015521,10.0.0.0,10.0.0.1,1360
13.015576,10.0.0.0,10.0.0.1,716
13.015869,10.0.0.0,10.0.0.1,1360
13.015921,10.0.0.0,10.0.0.1,620
13.016181,10.0.0.0,10.0.0.1,1360
13.016229,10.0.0.0,10.0.0.1,652
13.016480,10.0.0.0,10.0.0.1,1360
13.016526,10.0.0.0,10.0.0.1,620
13.016750,10.0.0.0,10.0.0.1,1360
13.016808,10.0.0.0,10.0.0.1,620
13.017057,10.0.0.0,10.0.0.1,1360
13.017118,10.0.0.0,10.0.0.1,620
13.083703,10.0.0.0,10.0.0.1,322
13.103236,10.0.0.0,10.0.0.1,174
13.118399,10.0.0.0,10.0.0.1,120
13.163661,10.0.0.0,10.0.0.1,120
13.163838,10.0.0.0,10.0.0.1,120
13.163899,10.0.0.0,10.0.0.1,120
13.163948,10.0.0.0,10.0.0.1,120
13.163997,10.0.0.0,10.0.0.1,120
13.166950,10.0.0.0,10.0.0.1,120
13.167095,10.0.0.0,10.0.0.1,120
13.179721,10.0.0.0,10.0.0.1,121
13.227340,10.0.0.0,10.0.0.1,120
13.234078,10.0.0.0,10.0.0.1,394
13.294238,10.0.0.0,10.0.0.1,120
13.307139,10.0.0.0,10.0.0.1,120
13.307318,10.0.0.0,10.0.0.1,120
13.307403,10.0.0.0,10.0.0.1,120
13.307470,10.0.0.0,10.0.0.1,120
13.310849,10.0.0.0,10.0.0.1,120
13.310951,10.0.0.0,10.0.0.1,120
13.314043,10.0.0.0,10.0.0.1,200
13.314457,10.0.0.0,10.0.0.1,200
13.315170,10.0.0.0,10.0.0.1,200
13.315372,10.0.0.0,10.0.0.1,120
13.315955,10.0.0.0,10.0.0.1,200
13.316030,10.0.0.0,10.0.0.1,120
13.316186,10.0.0.0,10.0.0.1,212
13.316349,10.0.0.0,10.0.0.1,120
13.316427,10.0.0.0,10.0.0.1,120
13.316896,10.0.0.0,10.0.0.1,132
13.317246,10.0.0.0,10.0.0.1,132
13.317543,10.0.0.0,10.0.0.1,617
13.317620,10.0.0.0,10.0.0.1,222
13.317691,10.0.0.0,10.0.0.1,222
13.317854,10.0.0.0,10.0.0.1,222
13.317906,10.0.0.0,10.0.0.1,222
13.317952,10.0.0.0,10.0.0.1,222
13.318004,10.0.0.0,10.0.0.1,222
13.318051,10.0.0.0,10.0.0.1,222
13.319914,10.0.0.0,10.0.0.1,200
13.330789,10.0.0.0,10.0.0.1,120
13.383410,10.0.0.0,10.0.0.1,320
13.417579,10.0.0.0,10.0.0.1,120
13.454945,10.0.0.0,10.0.0.1,120
13.455013,10.0.0.0,10.0.0.1,120
13.455057,10.0.0.0,10.0.0.1,120
13.455171,10.0.0.0,10.0.0.1,120
13.457218,10.0.0.0,10.0.0.1,120
13.457290,10.0.0.0,10.0.0.1,151
13.457363,10.0.0.0,10.0.0.1,120
13.457441,10.0.0.0,10.0.0.1,120
13.457499,10.0.0.0,10.0.0.1,120
13.457812,10.0.0.0,10.0.0.1,1360
13.457881,10.0.0.0,10.0.0.1,1019
13.458132,10.0.0.0,10.0.0.1,1360
13.458183,10.0.0.0,10.0.0.1,987
13.465147,10.0.0.0,10.0.0.1,120
13.517286,10.0.0.0,10.0.0.1,121
13.526010,10.0.0.0,10.0.0.1,120
13.532810,10.0.0.0,10.0.0.1,156
13.541620,10.0.0.0,10.0.0.1,120
13.556288,10.0.0.0,10.0.0.1,120
13.561856,10.0.0.0,10.0.0.1,120
13.565724,10.0.0.0,10.0.0.1,120
13.573439,10.0.0.0,10.0.0.1,120
13.582490,10.0.0.0,10.0.0.1,120
13.596816,10.0.0.0,10.0.0.1,120
13.601920,10.0.0.0,10.0.0.1,120
13.603026,10.0.0.0,10.0.0.1,200
13.603124,10.0.0.0,10.0.0.1,200
13.612747,10.0.0.0,10.0.0.1,120
13.617940,10.0.0.0,10.0.0.1,177
13.620484,10.0.0.0,10.0.0.1,120
13.671365,10.0.0.0,10.0.0.1,132
13.680314,10.0.0.0,10.0.0.1,120
13.686067,10.0.0.0,10.0.0.1,120
13.693752,10.0.0.0,10.0.0.1,120
13.704816,10.0.0.0,10.0.0.1,120
13.711760,10.0.0.0,10.0.0.1,120
13.719755,10.0.0.0,10.0.0.1,120
13.730506,10.0.0.0,10.0.0.1,120
13.731887,10.0.0.0,10.0.0.1,224
13.731973,10.0.0.0,10.0.0.1,222
13.732012,10.0.0.0,10.0.0.1,222
13.732052,10.0.0.0,10.0.0.1,222
13.732181,10.0.0.0,10.0.0.1,156
13.732224,10.0.0.0,10.0.0.1,222
13.732265,10.0.0.0,10.0.0.1,222
13.732305,10.0.0.0,10.0.0.1,222
13.732332,10.0.0.0,10.0.0.1,222
13.740608,10.0.0.0,10.0.0.1,120
13.747801,10.0.0.0,10.0.0.1,120
13.756271,10.0.0.0,10.0.0.1,120
13.763107,10.0.0.0,10.0.0.1,120
13.763165,10.0.0.0,10.0.0.1,120
13.770547,10.0.0.0,10.0.0.1,120
13.775177,10.0.0.0,10.0.0.1,120
13.780529,10.0.0.0,10.0.0.1,120
13.780597,10.0.0.0,10.0.0.1,120
13.782044,10.0.0.0,10.0.0.1,120
13.786344,10.0.0.0,10.0.0.1,120
13.792763,10.0.0.0,10.0.0.1,120
13.797551,10.0.0.0,10.0.0.1,120
13.804480,10.0.0.0,10.0.0.1,120
13.809081,10.0.0.0,10.0.0.1,120
13.812743,10.0.0.0,10.0.0.1,120
13.812924,10.0.0.0,10.0.0.1,402
13.818048,10.0.0.0,10.0.0.1,120
13.820245,10.0.0.0,10.0.0.1,120
13.828545,10.0.0.0,10.0.0.1,120
13.828620,10.0.0.0,10.0.0.1,120
13.828765,10.0.0.0,10.0.0.1,120
13.832937,10.0.0.0,10.0.0.1,120
13.833165,10.0.0.0,10.0.0.1,120
13.840860,10.0.0.0,10.0.0.1,120
13.846059,10.0.0.0,10.0.0.1,120
13.846105,10.0.0.0,10.0.0.1,120
13.851101,10.0.0.0,10.0.0.1,120
13.855275,10.0.0.0,10.0.0.1,120
13.859452,10.0.0.0,10.0.0.1,120
13.865151,10.0.0.0,10.0.0.1,120
13.868994,10.0.0.0,10.0.0.1,120
13.872817,10.0.0.0,10.0.0.1,120
13.878051,10.0.0.0,10.0.0.1,120
13.879663,10.0.0.0,10.0.0.1,120
13.882074,10.0.0.0,10.0.0.1,120
13.892860,10.0.0.0,10.0.0.1,120
13.898764,10.0.0.0,10.0.0.1,120
13.902762,10.0.0.0,10.0.0.1,120
13.909743,10.0.0.0,10.0.0.1,120
13.913999,10.0.0.0,10.0.0.1,120
13.914134,10.0.0.0,10.0.0.1,120
13.914191,10.0.0.0,10.0.0.1,120
13.925211,10.0.0.0,10.0.0.1,120
13.933914,10.0.0.0,10.0.0.1,120
13.937481,10.0.0.0,10.0.0.1,120
13.937638,10.0.0.0,10.0.0.1,120
13.942656,10.0.0.0,10.0.0.1,120
13.944949,10.0.0.0,10.0.0.1,120
13.950941,10.0.0.0,10.0.0.1,120
13.953168,10.0.0.0,10.0.0.1,120
13.960198,10.0.0.0,10.0.0.1,120
13.960302,10.0.0.0,10.0.0.1,120
13.967235,10.0.0.0,10.0.0.1,120
13.967303,10.0.0.0,10.0.0.1,120
13.970646,10.0.0.0,10.0.0.1,120
13.973466,10.0.0.0,10.0.0.1,120
13.975568,10.0.0.0,10.0.0.1,120
13.980666,10.0.0.0,10.0.0.1,120
13.982978,10.0.0.0,10.0.0.1,120
13.991754,10.0.0.0,10.0.0.1,120
13.991793,10.0.0.0,10.0.0.1,120
13.994267,10.0.0.0,10.0.0.1,120
13.994378,10.0.0.0,10.0.0.1,120
13.999351,10.0.0.0,10.0.0.1,120
14.003982,10.0.0.0,10.0.0.1,120
14.004037,10.0.0.0,10.0.0.1,120
14.007867,10.0.0.0,10.0.0.1,120
14.018077,10.0.0.0,10.0.0.1,120
14.018146,10.0.0.0,10.0.0.1,120
14.023681,10.0.0.0,10.0.0.1,120
14.024519,10.0.0.0,10.0.0.1,120
14.024576,10.0.0.0,10.0.0.1,120
14.024629,10.0.0.0,10.0.0.1,120
14.030444,10.0.0.0,10.0.0.1,120
14.034398,10.0.0.0,10.0.0.1,120
14.036862,10.0.0.0,10.0.0.1,120
14.041308,10.0.0.0,10.0.0.1,120
14.041387,10.0.0.0,10.0.0.1,120
14.044843,10.0.0.0,10.0.0.1,120
14.048747,10.0.0.0,10.0.0.1,120
14.054142,10.0.0.0,10.0.0.1,120
14.063756,10.0.0.0,10.0.0.1,120
14.063900,10.0.0.0,10.0.0.1,120
14.073199,10.0.0.0,10.0.0.1,120
14.079668,10.0.0.0,10.0.0.1,120
14.079796,10.0.0.0,10.0.0.1,120
14.084095,10.0.0.0,10.0.0.1,120
14.088456,10.0.0.0,10.0.0.1,120
14.092022,10.0.0.0,10.0.0.1,120
14.092097,10.0.0.0,10.0.0.1,120
14.094791,10.0.0.0,10.0.0.1,120
14.100693,10.0.0.0,10.0.0.1,120
14.100773,10.0.0.0,10.0.0.1,120
14.100900,10.0.0.0,10.0.0.1,120
14.104735,10.0.0.0,10.0.0.1,120
14.104790,10.0.0.0,10.0.0.1,120
14.108750,10.0.0.0,10.0.0.1,120
14.113223,10.0.0.0,10.0.0.1,120
14.118625,10.0.0.0,10.0.0.1,120
14.118734,10.0.0.0,10.0.0.1,120
14.122192,10.0.0.0,10.0.0.1,120
14.122235,10.0.0.0,10.0.0.1,120
14.124400,10.0.0.0,10.0.0.1,120
14.127606,10.0.0.0,10.0.0.1,120
14.132756,10.0.0.0,10.0.0.1,120
14.132805,10.0.0.0,10.0.0.1,120
14.135330,10.0.0.0,10.0.0.1,120
14.141868,10.0.0.0,10.0.0.1,120
14.141958,10.0.0.0,10.0.0.1,120
14.146236,10.0.0.0,10.0.0.1,120
14.146319,10.0.0.0,10.0.0.1,120
14.151419,10.0.0.0,10.0.0.1,120
14.156203,10.0.0.0,10.0.0.1,120
14.156276,10.0.0.0,10.0.0.1,120
14.162657,10.0.0.0,10.0.0.1,120
14.162789,10.0.0.0,10.0.0.1,120
14.165410,10.0.0.0,10.0.0.1,120
14.171418,10.0.0.0,10.0.0.1,120
14.173484,10.0.0.0,10.0.0.1,120
14.177067,10.0.0.0,10.0.0.1,120
14.177246,10.0.0.0,10.0.0.1,120
14.180794,10.0.0.0,10.0.0.1,120
14.180845,10.0.0.0,10.0.0.1,120
14.187165,10.0.0.0,10.0.0.1,120
14.187397,10.0.0.0,10.0.0.1,120
14.191787,10.0.0.0,10.0.0.1,120
14.191936,10.0.0.0,10.0.0.1,120
14.192065,10.0.0.0,10.0.0.1,120
14.192302,10.0.0.0,10.0.0.1,120
14.192362,10.0.0.0,10.0.0.1,120
14.194135,10.0.0.0,10.0.0.1,120
14.199680,10.0.0.0,10.0.0.1,120
14.199789,10.0.0.0,10.0.0.1,120
14.209387,10.0.0.0,10.0.0.1,120
14.209461,10.0.0.0,10.0.0.1,120
14.209602,10.0.0.0,10.0.0.1,120
14.209682,10.0.0.0,10.0.0.1,120
14.213181,10.0.0.0,10.0.0.1,120
14.221107,10.0.0.0,10.0.0.1,120
14.221158,10.0.0.0,10.0.0.1,120
14.229958,10.0.0.0,10.0.0.1,120
14.230022,10.0.0.0,10.0.0.1,120
14.231418,10.0.0.0,10.0.0.1,120
14.231504,10.0.0.0,10.0.0.1,120
14.233976,10.0.0.0,10.0.0.1,120
14.234028,10.0.0.0,10.0.0.1,120
14.241510,10.0.0.0,10.0.0.1,120
14.241615,10.0.0.0,10.0.0.1,120
14.241668,10.0.0.0,10.0.0.1,120
14.244985,10.0.0.0,10.0.0.1,120
14.248944,10.0.0.0,10.0.0.1,120
14.249004,10.0.0.0,10.0.0.1,120
14.249095,10.0.0.0,10.0.0.1,120
14.254528,10.0.0.0,10.0.0.1,120
14.260106,10.0.0.0,10.0.0.1,120
14.260174,10.0.0.0,10.0.0.1,120
14.260284,10.0.0.0,10.0.0.1,120
14.260341,10.0.0.0,10.0.0.1,120
14.260379,10.0.0.0,10.0.0.1,120
14.264737,10.0.0.0,10.0.0.1,120
14.264833,10.0.0.0,10.0.0.1,120
14.272589,10.0.0.0,10.0.0.1,120
14.272636,10.0.0.0,10.0.0.1,120
14.275369,10.0.0.0,10.0.0.1,120
14.275553,10.0.0.0,10.0.0.1,120
14.275594,10.0.0.0,10.0.0.1,120
14.279684,10.0.0.0,10.0.0.1,121
14.283459,10.0.0.0,10.0.0.1,120
14.283564,10.0.0.0,10.0.0.1,120
14.283618,10.0.0.0,10.0.0.1,120
14.289209,10.0.0.0,10.0.0.1,120
14.289333,10.0.0.0,10.0.0.1,120
14.291868,10.0.0.0,10.0.0.1,120
14.300419,10.0.0.0,10.0.0.1,120
14.300504,10.0.0.0,10.0.0.1,120
14.300642,10.0.0.0,10.0.0.1,120
14.302445,10.0.0.0,10.0.0.1,120
14.302536,10.0.0.0,10.0.0.1,120
14.302692,10.0.0.0,10.0.0.1,120
14.322631,10.0.0.0,10.0.0.1,120
14.322695,10.0.0.0,10.0.0.1,120
14.322786,10.0.0.0,10.0.0.1,120
14.322835,10.0.0.0,10.0.0.1,120
14.322886,10.0.0.0,10.0.0.1,120
14.322995,10.0.0.0,10.0.0.1,120
14.323088,10.0.0.0,10.0.0.1,120
14.323251,10.0.0.0,10.0.0.1,120
14.323312,10.0.0.0,10.0.0.1,120
14.323364,10.0.0.0,10.0.0.1,120
14.323458,10.0.0.0,10.0.0.1,120
14.323515,10.0.0.0,10.0.0.1,120
14.324465,10.0.0.0,10.0.0.1,120
14.324511,10.0.0.0,10.0.0.1,120
14.334372,10.0.0.0,10.0.0.1,120
14.334477,10.0.0.0,10.0.0.1,120
14.336452,10.0.0.0,10.0.0.1,120
14.336496,10.0.0.0,10.0.0.1,120
14.336531,10.0.0.0,10.0.0.1,120
14.336615,10.0.0.0,10.0.0.1,120
14.336691,10.0.0.0,10.0.0.1,120
14.336724,10.0.0.0,10.0.0.1,120
14.336756,10.0.0.0,10.0.0.1,120
14.345867,10.0.0.0,10.0.0.1,120
14.345973,10.0.0.0,10.0.0.1,120
14.346013,10.0.0.0,10.0.0.1,120
14.352287,10.0.0.0,10.0.0.1,120
14.352332,10.0.0.0,10.0.0.1,120
14.353185,10.0.0.0,10.0.0.1,120
14.353224,10.0.0.0,10.0.0.1,120
14.353310,10.0.0.0,10.0.0.1,120
14.365562,10.0.0.0,10.0.0.1,120
14.365608,10.0.0.0,10.0.0.1,120
14.375857,10.0.0.0,10.0.0.1,120
14.376002,10.0.0.0,10.0.0.1,120
14.376105,10.0.0.0,10.0.0.1,120
14.376141,10.0.0.0,10.0.0.1,120
14.376217,10.0.0.0,10.0.0.1,120
14.376282,10.0.0.0,10.0.0.1,120
14.376409,10.0.0.0,10.0.0.1,120
14.376467,10.0.0.0,10.0.0.1,120
14.376536,10.0.0.0,10.0.0.1,120
14.376662,10.0.0.0,10.0.0.1,120
14.376717,10.0.0.0,10.0.0.1,120
14.384807,10.0.0.0,10.0.0.1,120
14.385073,10.0.0.0,10.0.0.1,120
14.385190,10.0.0.0,10.0.0.1,120
14.393563,10.0.0.0,10.0.0.1,120
14.393693,10.0.0.0,10.0.0.1,120
14.393801,10.0.0.0,10.0.0.1,120
14.393891,10.0.0.0,10.0.0.1,120
14.393953,10.0.0.0,10.0.0.1,120
14.394084,10.0.0.0,10.0.0.1,120
14.394154,10.0.0.0,10.0.0.1,120
14.394201,10.0.0.0,10.0.0.1,120
14.394261,10.0.0.0,10.0.0.1,120
14.394378,10.0.0.0,10.0.0.1,120
14.394443,10.0.0.0,10.0.0.1,120
14.394602,10.0.0.0,10.0.0.1,120
14.394648,10.0.0.0,10.0.0.1,120
14.407635,10.0.0.0,10.0.0.1,120
14.423265,10.0.0.0,10.0.0.1,120
14.423432,10.0.0.0,10.0.0.1,120
14.423669,10.0.0.0,10.0.0.1,120
14.423740,10.0.0.0,10.0.0.1,120
14.423801,10.0.0.0,10.0.0.1,120
14.424002,10.0.0.0,10.0.0.1,120
14.429583,10.0.0.0,10.0.0.1,120
14.429742,10.0.0.0,10.0.0.1,120
14.429818,10.0.0.0,10.0.0.1,120
14.603340,10.0.0.0,10.0.0.1,140
14.728606,10.0.0.0,10.0.0.1,222
14.728660,10.0.0.0,10.0.0.1,222
14.728681,10.0.0.0,10.0.0.1,222
14.728700,10.0.0.0,10.0.0.1,222
14.728776,10.0.0.0,10.0.0.1,156
14.728803,10.0.0.0,10.0.0.1,156
14.728825,10.0.0.0,10.0.0.1,156
14.728847,10.0.0.0,10.0.0.1,222
14.728869,10.0.0.0,10.0.0.1,222
14.728889,10.0.0.0,10.0.0.1,222
14.728947,10.0.0.0,10.0.0.1,222
14.819941,10.0.0.0,10.0.0.1,121
14.830710,10.0.0.0,10.0.0.1,120
14.952242,10.0.0.0,10.0.0.1,120
14.952301,10.0.0.0,10.0.0.1,120
14.957460,10.0.0.0,10.0.0.1,120
14.961199,10.0.0.0,10.0.0.1,120
14.961301,10.0.0.0,10.0.0.1,120
14.967939,10.0.0.0,10.0.0.1,120
14.968099,10.0.0.0,10.0.0.1,120
14.968150,10.0.0.0,10.0.0.1,120
14.970033,10.0.0.0,10.0.0.1,120
14.970086,10.0.0.0,10.0.0.1,120
14.970192,10.0.0.0,10.0.0.1,120
14.970229,10.0.0.0,10.0.0.1,120
14.981395,10.0.0.0,10.0.0.1,120
14.981562,10.0.0.0,10.0.0.1,120
14.981681,10.0.0.0,10.0.0.1,120
14.981825,10.0.0.0,10.0.0.1,120
14.981880,10.0.0.0,10.0.0.1,120
14.981916,10.0.0.0,10.0.0.1,120
14.990167,10.0.0.0,10.0.0.1,120
14.990320,10.0.0.0,10.0.0.1,120
14.992067,10.0.0.0,10.0.0.1,120
14.992128,10.0.0.0,10.0.0.1,120
15.005022,10.0.0.0,10.0.0.1,120
15.005168,10.0.0.0,10.0.0.1,120
15.005231,10.0.0.0,10.0.0.1,120
15.005377,10.0.0.0,10.0.0.1,120
15.005475,10.0.0.0,10.0.0.1,120
15.019158,10.0.0.0,10.0.0.1,120
15.019301,10.0.0.0,10.0.0.1,120
15.019370,10.0.0.0,10.0.0.1,120
15.029928,10.0.0.0,10.0.0.1,120
15.030089,10.0.0.0,10.0.0.1,120
